Unnamed: 0,ID,Salary,Designation,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,Degree,Specialization,collegeGPA,GraduationYear,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
train,955678,145000,software developer,m,1992,75.0,cbse,2009,60.0,cbse,B.Tech/B.E.,computer science & engineering,66.0,2014,380,545,460,0.356536487724475,-0.8772,-1.1196,-1.0659,-1.2486,-1.4356
train,895673,350000,associate software engineer,m,1991,91.4,icse,2010,73.0,cbse,B.Tech/B.E.,information technology,71.0,2014,555,560,825,0.23780283983757,-0.0154,0.2578,-0.5349,-1.1218,-1.359
train,247617,380000,programmer analyst,f,1989,84.5,n/a,2007,82.5,n/a,B.Tech/B.E.,computer engineering,92.1,2011,425,525,515,0.377551419424541,0.51,0.6568,-0.6343,0.2973,0.1864
train,1230582,110000,production engineer,m,1992,95.8,state,2010,87.16,state,B.Tech/B.E.,mechanical engineering,79.0,2014,430,395,500,0.0669607065028304,-0.5899,-1.1196,0.4711,-0.7415,-1.4356
train,592833,205000,jr. software engineer,f,1991,85.6,cbse,2008,82.0,cbse,B.Tech/B.E.,computer science & engineering,74.01,2012,370,495,455,0.0800552813405495,0.1282,0.5454,0.1637,-0.4879,0.8637
train,434621,95000,software developer,m,1992,69.6,state,2008,71.4,state,B.Tech/B.E.,computer engineering,77.0,2012,485,415,575,0.925645767094482,-0.4173,0.6568,-0.7794,1.7074,0.1864
train,338428,390000,software engineer,m,1991,86.6,cbse,2009,75.0,cbse,B.Tech/B.E.,computer science & engineering,74.0,2013,505,545,565,0.356536487724475,-2.5039,0.0328,0.3817,0.26793,0.5024
train,305559,270000,qa analyst,m,1989,81.92,state,2007,61.46,state,B.Tech/B.E.,information technology,57.54,2011,565,465,415,0.843123726665742,1.2828,1.7488,1.8331,-2.2879,1.1343
train,245337,60000,trainee software developer,f,1988,66.5,cbse,2005,49.5,state,MCA,computer application,89.7,2011,505,505,485,0.916869961103619,-1.0355,0.0328,-2.2308,1.0024,0.3444
train,852310,120000,ui developer,m,1991,80.0,state,2009,72.5,state,B.Tech/B.E.,electronics and computer engineering,57.8,2013,580,485,455,0.783303536670298,-0.4463,-0.1206,-1.0659,-0.1076,-1.244
train,794209,400000,software engineer,m,1992,85.2,icse,2010,81.5,icse,B.Tech/B.E.,computer science & engineering,57.64,2014,545,385,485,0.600057182338341,1.1336,0.3789,1.0859,0.653,0.2889
train,1082717,350000,assistant system engineer,m,1991,89.25,state,2010,78.0,state,B.Tech/B.E.,electrical engineering,80.0,2014,570,510,545,0.79293627759454,-0.159,-0.1206,-0.6048,-1.6289,-1.4356
train,764522,120000,android developer,f,1992,58.4,cbse,2008,64.8,cbse,MCA,computer application,80.0,2014,440,415,554,0.793580614548506,0.335,0.0924,-0.6582,-0.4821,-0.1543
train,989860,250000,software engineer,m,1992,90.8,state,2010,90.1,state,B.Tech/B.E.,computer science & engineering,67.7,2014,525,530,595,0.486747008438193,-0.3027,0.7119,-0.2974,1.1601,-0.4776
train,416752,240000,customer service,f,1989,78.0,cbse,2006,70.1,cbse,B.Tech/B.E.,electronics and communication engineering,68.2,2011,415,595,495,0.694479327708463,0.8192,-0.0842,-0.598,-0.6428,-0.6035
train,294700,525000,test engineer,f,1989,89.88,n/a,2007,95.4,n/a,B.Tech/B.E.,electronics and communication engineering,80.8,2011,555,475,635,0.694479327708463,0.3555,-0.2793,-0.6343,-0.2902,-0.2875
train,1063642,200000,project engineer,m,1990,63.3,state,2008,61.1,state,B.Tech/B.E.,electronics and communication engineering,66.9,2013,420,510,665,0.112139438207403,-1.0208,-0.6201,-0.2974,-0.1076,-1.244
train,536053,120000,software engineer,m,1977,72.0,cbse,1995,49.0,state,B.Tech/B.E.,computer engineering,55.0,2011,640,460,250,0.525922584252055,-0.3014,-0.4353,-0.9245,-0.349,-0.4455
train,652717,305000,software engineer,f,1991,83.0,state,2009,79.0,state,B.Tech/B.E.,information technology,70.0,2013,430,410,310,0.165633091512476,-0.159,-0.1206,0.1637,1.5404,-0.0943
train,940402,300000,java developer,m,1993,85.3,state,2010,88.3,state,B.Tech/B.E.,computer science & engineering,85.0,2014,370,375,325,0.356536487724475,1.8517,1.5444,0.3174,0.3995,0.6721
train,1218578,145000,engineer,f,1991,81.0,cbse,2009,77.8,cbse,B.Tech/B.E.,electronics and communication engineering,65.35,2014,535,510,390,0.207392169717661,-1.1644,-0.9531,0.01,-0.7415,-0.8608
train,636871,150000,management trainee,m,1992,60.66,state,2008,62.4,state,B.Tech/B.E.,mechanical engineering,69.3,2013,370,410,470,0.755375120895548,-2.2351,-2.6847,-2.6028,0.3995,-5.477
train,31330,600000,java software engineer,m,1986,78.0,cbse,2004,83.0,cbse,B.Tech/B.E.,information technology,72.13,2010,444,555,695,0.999904558268382,0.6646,0.3448,0.8171,0.6498,0.0284
train,1044453,310000,system engineer,m,1990,89.37,state,2009,79.0,state,B.Tech/B.E.,applied electronics and instrumentation,70.0,2013,630,580,510,0.338786347219528,0.99,1.2114,-0.2974,-1.1218,1.247
train,125529,455000,system engineer,m,1989,90.0,state,2006,94.4,state,B.Tech/B.E.,electronics and communication engineering,76.12,2010,505,525,595,0.124502074009537,-0.2628,-0.1232,0.0914,-1.2303,-0.1295
train,810433,400000,test engineer,f,1991,81.0,icse,2010,79.0,icse,B.Tech/B.E.,electronics and communication engineering,71.5,2014,510,500,575,0.493596387301038,-1.8825,-3.7836,-2.4491,0.9066,-1.8189
train,86373,150000,recruitment coordinator,f,1989,78.0,state,2006,86.67,state,B.Tech/B.E.,instrumentation and control engineering,77.55,2010,535,465,535,0.910770164246022,-0.880999999999999,1.4368,0.3817,-0.4078,-0.1295
train,1237891,250000,software developer,m,1993,84.4,cbse,2011,73.2,cbse,B.Tech/B.E.,computer science & engineering,70.0,2015,570,410,535,0.670743151433127,-0.0154,0.8784,0.01,-0.7415,-0.2859
train,801755,320000,system engineer,m,1992,89.0,state,2009,92.0,state,B.Tech/B.E.,electrical engineering,76.4,2013,625,645,605,0.982057124317279,-1.4517,-1.4526,-1.2196,1.794,-2.3937
train,1089599,250000,java software engineer,m,1990,86.0,state,2008,64.0,state,B.Tech/B.E.,information technology,61.17,2013,665,545,415,0.911395278391328,1.1336,1.3779,2.1617,-0.995,1.0554
train,1230478,200000,technical support engineer,m,1992,85.0,icse,2010,75.0,cbse,B.Tech/B.E.,computer science & engineering,60.0,2014,675,480,500,0.842248322257836,1.1336,1.0449,0.1637,-1.2486,0.0973
train,982400,240000,android developer,m,1992,75.0,cbse,2009,64.0,cbse,B.Tech/B.E.,computer science & engineering,67.0,2014,510,480,485,-1.0,-0.159,0.8784,1.2396,0.2727,-0.6692
train,1225896,120000,data analyst,f,1991,86.0,state,2009,77.0,state,B.Tech/B.E.,computer science & engineering,75.0,2013,325,510,295,0.0185409416754305,0.1282,0.0459,0.1637,0.0192,-0.0943
train,1067148,300000,programmer analyst,m,1992,70.6,cbse,2010,78.67,state,B.Tech/B.E.,electronics and communication engineering,75.84,2014,580,485,510,0.0531603052826837,0.5591,0.2124,-1.2196,-0.7415,-0.8608
train,361583,800000,software engineer,m,1991,93.44,state,2008,90.0,state,B.Tech/B.E.,computer engineering,87.6,2012,515,475,635,0.942116551485008,-0.4173,0.9688,-0.1988,-0.2902,0.3049
train,754392,120000,test engineer,m,1992,76.0,state,2009,72.0,state,B.Tech/B.E.,computer science & engineering,63.2,2013,510,355,340,0.123016731640823,-0.159,-0.2871,0.4711,0.2727,-0.4776
train,1168608,325000,system engineer,f,1993,86.4,cbse,2010,78.2,cbse,B.Tech/B.E.,electronics and communication engineering,73.5,2014,535,435,440,0.207392169717661,0.8463,1.3779,1.3933,0.653,-0.2859
train,1089852,100000,software developer,f,1992,86.0,state,2009,95.0,state,B.Tech/B.E.,electronics and communication engineering,78.6,2013,405,545,450,0.649389714846691,0.5591,-0.4536,0.01,-0.4879,0.6721
train,1098869,300000,assistant software engineer,m,1992,84.83,cbse,2010,82.4,cbse,B.Tech/B.E.,computer science & engineering,74.14,2014,665,595,705,0.744758354008939,-0.4463,0.2124,0.3174,-1.5021,-0.2859
train,661546,280000,faculty,m,1990,72.3,icse,2008,60.2,cbse,B.Tech/B.E.,electronics and communication engineering,69.38,2013,555,475,415,0.694479327708463,1.4208,0.5454,-0.2974,1.0333,-0.6692
train,87067,215000,entry level management trainee,f,1987,69.0,cbse,2005,62.6,cbse,B.Tech/B.E.,electrical engineering,76.25,2010,395,455,475,0.694479327708463,-0.4173,0.1888,-0.4891,0.4148,0.8183
train,836060,145000,customer service representative,m,1993,80.0,state,2010,70.0,state,B.Tech/B.E.,electronics and communication engineering,55.0,2014,430,450,385,-1.0,0.1282,-0.1206,0.9322,1.5404,0.0973
train,58674,445000,software test engineer,f,1987,73.33,n/a,2004,71.33,n/a,MCA,computer application,61.0,2010,375,535,534,0.600057182338341,-2.272,-0.2793,-1.2148,0.8848,-0.7615
train,1255801,315000,firmware engineer,m,1993,86.16,cbse,2011,70.08,cbse,B.Tech/B.E.,electronics and communication engineering,63.13,2015,455,595,500,0.207392169717661,0.99,1.0449,1.7007,-2.0092,0.2889
train,662008,100000,php developer,f,1987,75.0,state,2010,78.0,state,B.Tech/B.E.,computer engineering,71.1,2013,415,440,355,0.488347976782714,0.8463,1.3779,1.0859,-0.995,1.247
train,1245234,200000,software developer,m,1992,56.0,cbse,2009,56.0,state,MCA,computer application,62.0,2015,605,470,355,0.843123726665742,0.7027,0.8784,0.3174,-1.1218,0.4805
train,1259641,220000,research associate,f,1992,87.0,cbse,2008,60.0,cbse,B.Tech/B.E.,computer science & engineering,70.82,2013,640,605,400,0.842248322257836,0.8463,1.2114,1.2396,-0.1076,1.247
train,525290,370000,project engineer,m,1991,79.25,state,2008,80.0,state,B.Tech/B.E.,information technology,79.9,2012,545,580,430,0.635978756456794,0.8192,1.0858,-0.4891,-0.7603,-0.1295
train,324269,145000,research analyst,m,1991,88.66,state,2008,84.33,state,B.Tech/B.E.,electronics & telecommunications,60.0,2012,495,565,575,0.376059586651545,1.2828,1.7878,1.1437,-0.6428,0.5024
train,1151485,275000,quality engineer,m,1991,80.8,state,2009,75.0,state,B.Tech/B.E.,electronics and communication engineering,77.38,2013,405,470,370,-1.0,1.4208,-0.7866,-0.1437,-1.5021,-0.4776
train,1274522,325000,software engineer,m,1992,70.0,icse,2010,65.0,cbse,B.Tech/B.E.,information technology,66.0,2014,405,470,545,-1.0,0.4155,0.3789,-0.9122,-1.1218,-0.8608
train,843467,275000,programmer,m,1990,81.16,icse,2008,68.5,icse,B.Tech/B.E.,applied electronics and instrumentation,61.5,2013,605,520,325,0.338786347219528,1.4208,1.2114,0.6248,-0.995,-0.2859
train,318391,425000,systems engineer,f,1990,83.5,state,2008,94.2,state,B.Tech/B.E.,information technology,88.2,2012,515,475,445,0.670743151433127,0.6646,1.4368,-0.0537,0.884829999999999,0.5024
train,60260,450000,software engineer,m,1988,65.0,state,2006,66.0,icse,B.Tech/B.E.,information technology,64.0,2010,515,565,554,0.600057182338341,-0.7264,0.1888,-1.2148,-0.5253,1.1343
train,1026621,300000,software developer,f,1992,88.0,state,2010,88.0,state,B.Tech/B.E.,computer science & engineering,70.12,2014,710,605,605,0.744758354008939,0.5591,1.2114,1.8543,0.1459,0.0973
train,112994,470000,senior systems engineer,m,1988,79.0,cbse,2006,76.6,cbse,B.Tech/B.E.,information technology,77.85,2010,635,495,495,0.670743151433127,0.8192,-0.5913,0.2366,-0.7603,-0.1295
train,1123186,120000,technical support executive,m,1988,55.6,state,2005,50.8,state,MCA,computer application,80.03,2014,440,425,370,0.23780283983757,-0.0154,0.8784,1.2396,1.2869,0.8637
train,1085716,300000,business analyst,m,1992,75.0,state,2008,72.0,state,B.Tech/B.E.,information technology,80.0,2013,475,470,415,0.911395278391328,0.8463,1.0449,1.3933,-1.6289,-0.2859
train,43693,205000,electrical engineer,m,1989,84.6,n/a,2006,66.5,n/a,B.Tech/B.E.,electronics and electrical engineering,66.7,2010,345,255,395,0.0587928000083534,-0.1082,0.0328,-0.1988,0.2973,-0.7615
train,836781,310000,software engineer,m,1989,79.0,state,2008,76.4,state,B.Tech/B.E.,electronics and communication engineering,65.0,2012,605,510,515,-1.0,1.7081,0.8784,1.547,-1.6289,-0.0943
train,682615,300000,qa analyst,f,1991,62.0,cbse,2012,61.0,cbse,B.Tech/B.E.,computer engineering,70.0,2013,250,305,385,0.10487135986097,-0.5116,0.8229,0.8809,0.0192,1.6302
train,773975,460000,technical support engineer,m,1990,62.0,state,2007,61.0,state,M.Tech./M.E.,computer science & engineering,63.0,2013,465,595,605,0.793580614548506,-1.1644,-1.6191,-1.2196,-0.1076,-2.2021
train,1190941,320000,assistant system engineer,m,1993,86.0,state,2010,92.0,state,B.Tech/B.E.,electronics and communication engineering,72.0,2014,350,590,570,0.493596387301038,0.8463,0.0459,-0.2974,-0.7415,-0.4776
train,957046,340000,application developer,f,1993,85.8,cbse,2010,65.8,cbse,B.Tech/B.E.,information technology,69.7,2014,615,630,750,0.622642915849938,0.8463,1.0449,0.01,-0.2344,0.4805
train,1074693,120000,android developer,m,1992,68.4,state,2008,61.0,state,B.Tech/B.E.,computer science & engineering,62.2,2013,440,375,330,0.23780283983757,-1.7389,-1.2861,-0.4511,0.7798,-1.8189
train,30122,100000,web developer,m,1985,51.0,state,2004,48.0,state,MCA,computer application,59.0,2010,275,365,395,0.525922584252055,0.2009,-0.2793,0.2366,1.4724,0.0284
train,985092,510000,application engineer,m,1991,79.6,cbse,2009,73.2,cbse,B.Tech/B.E.,electronics and communication engineering,66.96,2014,535,640,630,0.338786347219528,-1.1644,0.2124,0.3174,0.9066,-0.4776
train,1059903,300000,production engineer,m,1989,63.4,state,2008,63.0,state,B.Tech/B.E.,electronics & instrumentation eng,69.3,2012,360,350,320,0.600643959446608,-0.4463,-1.1196,-1.6807,-0.4879,-1.244
train,246607,480000,senior systems engineer,m,1989,86.53,state,2007,71.55,state,B.Tech/B.E.,computer engineering,78.5,2011,515,505,454,0.704090412131314,-0.1082,0.9688,0.8171,-0.8778,0.3444
train,295383,170000,project coordinator,f,1989,76.18,state,2007,86.33,state,B.Tech/B.E.,computer engineering,73.46,2011,485,545,385,0.635978756456794,0.3555,1.2808,0.2366,1.3549,1.2923
train,1087220,340000,software engineer,m,1991,91.43,icse,2009,74.0,cbse,B.Tech/B.E.,computer science & engineering,70.0,2016,665,460,570,0.144789889482462,0.4155,0.3789,-0.1437,-0.7415,-0.2859
train,50876,640000,programmer analyst,m,1987,78.0,n/a,2004,71.3,n/a,B.Tech/B.E.,information technology,67.0,2009,455,605,625,0.916869961103619,-0.2628,-0.5913,0.2366,-0.1727,0.8183
train,815219,330000,software engineer,m,1992,76.17,state,2009,72.0,cbse,B.Tech/B.E.,computer science & engineering,78.0,2013,510,535,605,0.819416529835888,0.4155,-0.7866,-1.2196,1.1601,-1.8189
train,794194,225000,system engineer,m,1990,82.4,cbse,2010,72.0,cbse,B.Tech/B.E.,electronics and communication engineering,64.06,2014,485,525,545,0.338786347219528,-0.0154,0.3789,0.6248,0.9066,0.6721
train,261236,180000,software developer,m,1985,58.0,state,2004,57.6,state,B.Tech/B.E.,computer engineering,61.9,2011,265,375,365,0.165633091512476,0.8192,0.8128,-0.1988,0.1798,-0.2875
train,354011,440000,application developer,f,1990,79.0,cbse,2007,83.4,cbse,B.Tech/B.E.,electronics and communication engineering,72.7,2012,535,485,525,0.376059586651545,0.3555,0.6178,0.7083,0.2973,-0.2875
train,407824,305000,software engineer,f,1990,90.04,n/a,2008,75.16,n/a,B.Tech/B.E.,electronics & instrumentation eng,77.0,2012,505,495,615,0.538386892985096,-0.0696,0.0328,-0.1988,0.0035,-0.9194
train,483864,500000,software engineer,f,1991,76.0,cbse,2008,76.6,cbse,B.Tech/B.E.,computer engineering,77.58,2012,595,645,495,0.864685413370085,-2.5811,-0.2012,0.5994,0.1798,0.1864
train,302031,270000,network engineer,m,1988,60.4,cbse,2006,60.0,cbse,B.Tech/B.E.,electronics and communication engineering,62.0,2010,395,425,395,0.655766942617211,-0.2628,0.3448,-0.1988,0.5323,0.6603
train,823180,300000,java software engineer,m,1993,74.23,state,2010,77.77,state,B.Tech/B.E.,computer science & engineering,75.6,2014,475,435,430,0.819416529835888,0.2718,1.0449,0.1637,0.1459,0.8637
train,614524,315000,programmer analyst,f,1991,82.3,cbse,2010,89.6,state,B.Tech/B.E.,electronics and electrical engineering,67.95,2014,555,580,355,0.444617716881577,-0.159,-1.1196,1.2396,1.6672,0.6721
train,796063,300000,programmer analyst,m,1992,90.0,cbse,2009,86.4,cbse,B.Tech/B.E.,electrical engineering,65.7,2014,605,325,515,0.837620725714257,0.1282,-0.2871,1.3933,0.653,-0.6692
train,340246,320000,production engineer,m,1992,84.2,cbse,2009,67.0,cbse,B.Tech/B.E.,electronics and communication engineering,69.88,2013,495,385,505,0.910770164246022,-1.0355,1.2028,0.3817,0.64983,-0.1295
train,359281,180000,sap consultant,m,1990,86.4,cbse,2008,80.4,cbse,B.Tech/B.E.,computer engineering,61.54,2012,585,505,605,0.670743151433127,0.51,0.5008,-0.4891,-0.8778,0.1864
train,206734,675000,senior software engineer,m,1988,60.0,n/a,2004,59.0,n/a,B.Tech/B.E.,computer engineering,67.0,2011,515,555,425,0.600057182338341,-0.880999999999999,-0.2793,-0.6343,-0.6428,-2.9731
train,1044420,120000,.net developer,m,1992,60.8,state,2009,63.0,state,B.Tech/B.E.,information technology,68.0,2014,440,400,310,0.144789889482462,0.4155,-1.1196,0.7785,-0.1076,-0.2859
train,902366,325000,software engineer,m,1992,82.8,cbse,2009,73.6,cbse,B.Tech/B.E.,computer science & engineering,67.5,2014,520,450,575,0.744758354008939,-0.159,0.0459,0.7785,-1.1218,-0.0943
train,529858,350000,system engineer,m,1991,82.6,cbse,2009,63.6,cbse,B.Tech/B.E.,information technology,71.0,2013,535,525,530,0.735795709224656,0.8192,-0.9033,-1.5776,-1.1128,-0.1295
train,801733,205000,quality analyst,f,1992,74.0,state,2009,61.1,state,B.Tech/B.E.,computer science & engineering,71.0,2013,500,460,235,0.0800552813405495,1.1336,0.3789,0.6248,-1.8824,0.8637
train,434552,300000,marketing coordinator,m,1989,89.8,n/a,2007,66.6,n/a,B.Tech/B.E.,electronics and communication engineering,55.33,2012,555,205,435,-1.0,-0.880999999999999,-0.2793,0.9623,1.1199,0.1864
train,1097197,325000,systems engineer,f,1992,88.67,state,2009,86.8,state,B.Tech/B.E.,electronics and communication engineering,74.94,2013,570,590,620,-1.0,0.8463,0.2124,-0.1437,-1.2486,-1.0524
train,36759,250000,senior engineer,m,1989,78.0,cbse,2006,77.0,cbse,B.Tech/B.E.,electronics and communication engineering,68.64,2010,505,555,554,0.910770164246022,-0.2628,0.0328,-1.5051,-0.6428,1.1343
train,198026,340000,software engineer,m,1989,77.8,cbse,2007,79.6,cbse,B.Tech/B.E.,information technology,70.12,2011,535,445,465,0.735795709224656,-1.0355,0.3448,0.8171,0.6498,-0.4455
train,964319,195000,business development managerde,m,1991,79.6,state,2011,87.58,n/a,B.Tech/B.E.,information technology,6.63,2014,380,355,210,0.144789889482462,0.8463,0.7119,0.4711,1.1601,0.4805
train,1089133,320000,engineer,m,1991,89.5,cbse,2010,81.4,cbse,B.Tech/B.E.,mechanical engineering,60.0,2014,735,510,585,0.725984147969479,0.2718,0.3789,-0.6048,-0.7415,0.0973
